Primary Key,Incident Number,Report Type,Report Type Description,Incident Status Code,Incident Status Description,Investigation Status,Incident Occurred,Incident Reported,Incident Location,ZIP,RPA,Zone,Location Code,Location Description,Offense Number,Offense NIBRS,Offense Description,Weapon Primary,Weapon Description,Victim Number,Domestic Related,Victim Type,Victim Description,Victim Gender,Victim Race,Victim Ethnicity,Victim County Resident,Latitude,Longitude,Mapped Location,grid
20180691094_21,20180691094,D,DISPATCHED,A,CLEARED BY ARREST,Closed,8/12/2018 16:16,8/12/2018 18:27,BRISTOL CREEK DR & HWY 70 S,37221,4811,125,22,"RESIDENCE, HOME",2,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,RESIDENT,36.074,-86.93,"(36.074, -86.93)",566
20180177770_11,20180177770,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2/22/2018 22:00,2/23/2018 20:38,2900 HAMILTON CHURCH RD,37013,8865,333,22,"RESIDENCE, HOME",1,13A,AGGRAV ASSLT - NONFAMILY-WEAPON,6,LETHAL/CUTTING INSTRUMENT,1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.055,-86.637,"(36.055, -86.637)",2971
20180689492_22,20180689492,D,DISPATCHED,O,OPEN,Open,8/11/2018 22:20,8/11/2018 23:00,LENORE ST,,,,90,APARTMENT,2,13B,SIMPLE ASSLT - STRANGULATION (NO LOSS OF CONSCIOUSNESS),9,PERSONAL (HANDS),2,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,NON RESIDENT,36.16,-86.75,"(36.16, -86.75)",2027
20180693420_11,20180693420,D,DISPATCHED,O,OPEN,Open,8/13/2018 0:00,8/13/2018 13:33,MURFREESBORO PIKE,,,,20,"PARKING LOT, GARAGE",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.09,-86.65,"(36.09, -86.65)",2866
20180690520_11,20180690520,D,DISPATCHED,O,OPEN,Open,8/12/2018 9:42,8/12/2018 10:28,WALTERS CT,,,,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.21,-86.83,"(36.21, -86.83)",1351
20180695129_11,20180695129,D,DISPATCHED,A,CLEARED BY ARREST,Closed,8/14/2018 0:08,8/14/2018 0:43,200 S 4TH ST,37206,1109,211,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.17,-86.765,"(36.17, -86.765)",1892
20180125536_11,20180125536,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,2/7/2018 14:40,2/7/2018 15:52,1700 12TH AVE N,37208,4453,613,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.179,-86.805,"(36.179, -86.805)",1522
20180697083_11,20180697083,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,8/14/2018 7:00,8/14/2018 18:45,500 SPRING GARDEN CT,37013,8925,335,22,"RESIDENCE, HOME",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,Yes,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,RESIDENT,36.07,-86.602,"(36.07, -86.602)",3162
20180689861_11,20180689861,D,DISPATCHED,A,CLEARED BY ARREST,Closed,8/12/2018 2:18,8/12/2018 3:56,700 YOWELL AVE,37115,1611,713,22,"RESIDENCE, HOME",1,13A,"Assault, Aggravated - Deadly Weapon - Int/Kn",7,CLUB,1,Yes,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,RESIDENT,36.258,-86.696,"(36.258, -86.696)",2441
20180690394_11,20180690394,D,DISPATCHED,O,OPEN,Open,8/12/2018 7:30,8/12/2018 8:57,BELL RD,,,,90,APARTMENT,1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Hispanic,RESIDENT,36.05,-86.67,"(36.05, -86.67)",2705
20180954977_11,20180954977,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,11/14/2018 10:00,11/14/2018 10:38,300 KOTHE WAY,37013,8979,335,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.072,-86.632,"(36.072, -86.632)",2968
20180954502_11,20180954502,D,DISPATCHED,O,OPEN,Open,11/13/2018 20:00,11/14/2018 7:31,MAINSTREAM DR,,,,5,"COMMERCIAL, OFFICE BUILDING",1,13B,ASSAULT- OFFENSIVE OR PROVOCATIVE CONTACT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),M,U,Non-Hispanic,NON RESIDENT,36.2,-86.82,"(36.2, -86.82)",1407
20180264209_11,20180264209,D,DISPATCHED,A,CLEARED BY ARREST,Closed,3/21/2018 21:00,3/22/2018 22:51,100 S GALLATIN PIKE,37115,1607,713,23,RESTAURANT,1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.262,-86.712,"(36.262, -86.712)",2326
20180372222_11,20180372222,D,DISPATCHED,A,CLEARED BY ARREST,Closed,4/26/2018 11:55,4/26/2018 14:28,3RD AVE S & 3RD AVE S,37201,,,2,"BANK, SAVINGS AND LOAN",1,13B,ASSAULT- OFFENSIVE OR PROVOCATIVE CONTACT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,NON RESIDENT,36.162,-86.776,"(36.162, -86.776)",1765
20180422060_21,20180422060,D,DISPATCHED,A,CLEARED BY ARREST,Closed,5/12/2018 23:20,5/13/2018 2:07,100 CHIMNEYTOP DR,37013,8753,331,90,APARTMENT,2,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,RESIDENT,36.04,-86.661,"(36.04, -86.661)",2763
20180422060_22,20180422060,D,DISPATCHED,A,CLEARED BY ARREST,Closed,5/12/2018 23:20,5/13/2018 2:07,100 CHIMNEYTOP DR,37013,8753,331,90,APARTMENT,2,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),2,No,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,NON RESIDENT,36.04,-86.661,"(36.04, -86.661)",2763
20180482953_11,20180482953,D,DISPATCHED,O,OPEN,Open,6/2/2018 22:07,6/3/2018 0:28,ELM HILL PIKE,,,,90,APARTMENT,1,13B,ASSAULT- OFFENSIVE OR PROVOCATIVE CONTACT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Hispanic,RESIDENT,36.15,-86.7,"(36.15, -86.7)",2460
20180553363_12,20180553363,D,DISPATCHED,O,OPEN,Open,6/26/2018 17:30,6/26/2018 19:04,CREEKWOOD DR,,,,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT - STRANGULATION (NO LOSS OF CONSCIOUSNESS),9,PERSONAL (HANDS),2,Yes,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,RESIDENT,36.23,-86.77,"(36.23, -86.77)",1816
20180608389_11,20180608389,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,7/14/2018 22:00,7/14/2018 23:55,5300 NOLENSVILLE PIKE,37211,8655,835,90,APARTMENT,1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,Yes,I,INDIVIDUAL (18 AND OVER),F,A,Non-Hispanic,RESIDENT,36.053,-86.715,"(36.053, -86.715)",2362
20180630750_11,20180630750,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,7/22/2018 17:00,7/22/2018 18:17,300 KATE ST,37115,1701,715,22,"RESIDENCE, HOME",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,Yes,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,UNKNOWN,36.265,-86.707,"(36.265, -86.707)",2383
20180637814_11,20180637814,D,DISPATCHED,P,PROSECUTION DECLINED,Closed,7/25/2018 0:11,7/25/2018 1:45,3900 LEBANON PIKE,37076,9613,521,25,"SERVICE, GAS STATION",1,13B,ASSAULT- OFFENSIVE OR PROVOCATIVE CONTACT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.193,-86.624,"(36.193, -86.624)",2996
20180643957_11,20180643957,D,DISPATCHED,A,CLEARED BY ARREST,Closed,7/26/2018 19:31,7/26/2018 20:17,1500 WOODLAND ST,37206,1247,213,22,"RESIDENCE, HOME",1,13B,ASSAULT- OFFENSIVE OR PROVOCATIVE CONTACT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.177,-86.743,"(36.177, -86.743)",2091
20180649287_11,20180649287,D,DISPATCHED,A,CLEARED BY ARREST,Closed,7/28/2018 20:47,7/28/2018 22:25,5000 HILLSBORO PIKE,37215,6115,117,22,"RESIDENCE, HOME",1,13B,"ASSAULT, DOMESTIC, BODILY INJURY 2ND OFFENSE",9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.097,-86.824,"(36.097, -86.824)",1370
20180649626_11,20180649626,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,7/28/2018 22:30,7/29/2018 2:01,6TH AVE N & COMMERCE ST,37203,,,13,"HIGHWAY, ROAD, ALLEY",1,13B,ASSAULT- OFFENSIVE OR PROVOCATIVE CONTACT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.161,-86.781,"(36.161, -86.781)",1702
20180661546_11,20180661546,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,8/1/2018 22:00,8/1/2018 23:27,600 SANDY SPRING TRL,37115,1633,713,22,"RESIDENCE, HOME",1,13B,ASSAULT- OFFENSIVE OR PROVOCATIVE CONTACT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,RESIDENT,36.25,-86.676,"(36.25, -86.676)",2614
20180661546_12,20180661546,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,8/1/2018 22:00,8/1/2018 23:27,600 SANDY SPRING TRL,37115,1633,713,22,"RESIDENCE, HOME",1,13B,ASSAULT- OFFENSIVE OR PROVOCATIVE CONTACT,9,PERSONAL (HANDS),2,Yes,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,RESIDENT,36.25,-86.676,"(36.25, -86.676)",2614
20180661879_11,20180661879,D,DISPATCHED,A,CLEARED BY ARREST,Closed,8/2/2018 2:00,8/2/2018 2:31,4600 TENNESSEE AVE,37209,4511,111,20,"PARKING LOT, GARAGE",1,13B,ASSAULT- OFFENSIVE OR PROVOCATIVE CONTACT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.161,-86.843,"(36.161, -86.843)",1248
20180663703_13,20180663703,S,SUSPECT,R,REFUSED TO COOPERATE,Closed,8/2/2018 13:21,8/3/2018 2:34,400 GAY ST,37201,4201,415,13,"HIGHWAY, ROAD, ALLEY",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,3,No,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.168,-86.778,"(36.168, -86.778)",1764
20180663705_11,20180663705,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,8/2/2018 16:00,8/2/2018 17:47,600 HARDING PL,37211,8501,831,90,APARTMENT,1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,No,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.077,-86.737,"(36.077, -86.737)",2175
20180674287_11,20180674287,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,8/6/2018 20:30,8/6/2018 21:19,2800 BRUNSWICK DR,37207,1823,223,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.168,-86.779,"(36.168, -86.779)",1764
20180666696_11,20180666696,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,8/3/2018 17:00,8/3/2018 17:57,2400 PAULAWOOD DR,37207,1835,223,22,"RESIDENCE, HOME",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,Yes,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,RESIDENT,36.168,-86.779,"(36.168, -86.779)",1764
20180667142_11,20180667142,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,8/3/2018 19:52,8/3/2018 20:36,500 BOBWHITE CT,37218,3107,623,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.226,-86.828,"(36.226, -86.828)",1348
20180667176_11,20180667176,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,8/3/2018 20:00,8/3/2018 21:23,600 WHISPERING HILLS DR,37211,8661,831,90,APARTMENT,1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.069,-86.73,"(36.069, -86.73)",2241
20180667570_11,20180667570,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,8/3/2018 21:50,8/3/2018 23:07,6700 CLEARBROOK DR,37205,4903,121,22,"RESIDENCE, HOME",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,No,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,RESIDENT,36.089,-86.896,"(36.089, -86.896)",792
20180669280_11,20180669280,D,DISPATCHED,A,CLEARED BY ARREST,Closed,8/4/2018 17:45,8/4/2018 19:12,1100 DEW ST,37206,1029,211,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.166,-86.751,"(36.166, -86.751)",2026
20180669366_11,20180669366,D,DISPATCHED,P,PROSECUTION DECLINED,Closed,8/4/2018 18:52,8/4/2018 21:14,0 WHITE BRIDGE PIKE,37205,5017,121,20,"PARKING LOT, GARAGE",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.128,-86.852,"(36.128, -86.852)",1197
20180669383_11,20180669383,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,8/1/2018 9:00,8/4/2018 20:47,2400 LLOYD AVE,37218,3113,623,13,"HIGHWAY, ROAD, ALLEY",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,Yes,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,RESIDENT,36.204,-86.831,"(36.204, -86.831)",1352
20180669637_11,20180669637,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,8/4/2018 21:10,8/4/2018 23:01,300 S 4TH ST,37206,1109,211,90,APARTMENT,1,13C,ASSAULT- FEAR OF BODILY INJURY,15,OTHER,1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.169,-86.765,"(36.169, -86.765)",1892
20180669729_11,20180669729,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,8/4/2018 22:00,8/4/2018 23:27,100 MASSMAN MANOR DR,37217,8825,531,90,APARTMENT,1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.133,-86.701,"(36.133, -86.701)",2463
20180671492_11,20180671492,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,8/5/2018 19:04,8/5/2018 19:44,3200 MEXICO DR,37218,3173,625,22,"RESIDENCE, HOME",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,No,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.18,-86.838,"(36.18, -86.838)",1301
20180673099_11,20180673099,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,8/6/2018 11:04,8/6/2018 13:08,700 FLINT RIDGE DR,37189,3223,627,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.24,-86.81,"(36.24, -86.81)",1455
20180673563_11,20180673563,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,8/4/2018 22:00,8/6/2018 17:04,1200 BELL RD,37013,8721,325,90,APARTMENT,1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Hispanic,RESIDENT,36.045,-86.668,"(36.045, -86.668)",2706
20180674032_11,20180674032,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,8/6/2018 18:51,8/6/2018 19:49,3800 LEGATE CT,37211,8415,317,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Hispanic,RESIDENT,36.091,-86.725,"(36.091, -86.725)",2237
20180674165_11,20180674165,D,DISPATCHED,P,PROSECUTION DECLINED,Closed,8/6/2018 18:00,8/6/2018 21:23,3200 MOOREWOOD DR,37207,2005,721,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,RESIDENT,36.237,-86.773,"(36.237, -86.773)",1815
20180674436_11,20180674436,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,8/6/2018 21:30,8/6/2018 23:21,200 BLANCHARD PL,37214,9111,517,22,"RESIDENCE, HOME",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.166,-86.677,"(36.166, -86.677)",2628
20180676321_11,20180676321,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,8/7/2018 0:30,8/7/2018 14:53,2200 GREEN TRAILS DR,37013,8757,331,22,"RESIDENCE, HOME",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.041,-86.701,"(36.041, -86.701)",2479
20180677977_11,20180677977,S,SUSPECT,A,CLEARED BY ARREST,Closed,8/8/2018 0:30,8/8/2018 2:46,3300 DOVERSIDE DR,37207,2033,721,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.24,-86.771,"(36.24, -86.771)",1814
20180684621_11,20180684621,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,8/10/2018 3:40,8/10/2018 4:54,1600 MCGAVOCK ST,37203,5703,811,20,"PARKING LOT, GARAGE",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.153,-86.792,"(36.153, -86.792)",1642
20180690033_11,20180690033,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,8/12/2018 2:03,8/12/2018 4:51,100 NEESE DR,37211,8401,313,20,"PARKING LOT, GARAGE",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.107,-86.726,"(36.107, -86.726)",2234
20180692028_11,20180692028,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,8/13/2018 1:33,8/13/2018 3:19,100 FAIN ST,37210,8221,511,13,"HIGHWAY, ROAD, ALLEY",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.152,-86.756,"(36.152, -86.756)",1962
20180000312_11,20180000312,D,DISPATCHED,A,CLEARED BY ARREST,Closed,1/1/2018 2:26,1/1/2018 15:29,300 BROADWAY,37201,4093,421,3,"BAR, NIGHT CLUB",1,13B,ASSAULT- OFFENSIVE OR PROVOCATIVE CONTACT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,RESIDENT,36.161,-86.776,"(36.161, -86.776)",1765
20180692024_11,20180692024,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,8/13/2018 1:30,8/13/2018 1:50,1000 MOUNTAIN VALLEY LN,37209,4815,125,22,"RESIDENCE, HOME",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,No,I,INDIVIDUAL (18 AND OVER),M,W,Unknown,UNKNOWN,36.095,-86.928,"(36.095, -86.928)",562
20180700944_11,20180700944,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,8/15/2018 18:45,8/15/2018 19:40,2200 JUNE DR,37214,9219,513,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,RESIDENT,36.169,-86.695,"(36.169, -86.695)",2457
20180687503_11,20180687503,D,DISPATCHED,O,OPEN,Open,8/11/2018 1:45,8/11/2018 3:23,4TH AVE N,,,,3,"BAR, NIGHT CLUB",1,13B,ASSAULT- OFFENSIVE OR PROVOCATIVE CONTACT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,NON RESIDENT,36.16,-86.78,"(36.16, -86.78)",1765
20180694974_12,20180694974,D,DISPATCHED,O,OPEN,Open,8/13/2018 22:45,8/14/2018 0:01,VANOKE DR,,,,22,"RESIDENCE, HOME",1,13A,INTENTIONAL AGGRAVATED ASSAULT,8,MOTOR VEHICLE,2,Yes,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,RESIDENT,36.26,-86.75,"(36.26, -86.75)",2010
20180691756_11,20180691756,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,8/12/2018 22:30,8/13/2018 0:10,300 TAMPA DR,37211,8443,317,20,"PARKING LOT, GARAGE",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.084,-86.711,"(36.084, -86.711)",2356
20180039267_11,20180039267,D,DISPATCHED,A,CLEARED BY ARREST,Closed,1/12/2018 17:40,1/12/2018 18:06,COFFEE ST & DELTA AVE,37208,4447,611,13,"HIGHWAY, ROAD, ALLEY",1,13A,INTENTIONAL AGGRAVATED ASSAULT,8,MOTOR VEHICLE,1,No,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,NON RESIDENT,36.183,-86.801,"(36.183, -86.801)",1577
20180358200_11,20180358200,D,DISPATCHED,A,CLEARED BY ARREST,Closed,4/21/2018 17:30,4/21/2018 21:04,200 E PALESTINE AVE,37115,1507,711,90,APARTMENT,1,13A,"Assault, Aggravated - Deadly Weapon - Int/Kn",6,LETHAL/CUTTING INSTRUMENT,1,Yes,I,INDIVIDUAL (18 AND OVER),M,W,Hispanic,RESIDENT,36.249,-86.715,"(36.249, -86.715)",2328
20180695601_11,20180695601,D,DISPATCHED,A,CLEARED BY ARREST,Closed,8/13/2018 21:00,8/14/2018 8:47,3400 MAYS ST,37211,8521,831,22,"RESIDENCE, HOME",1,13B,"ASSAULT, DOMESTIC, BODILY INJURY 2ND OFFENSE",9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.1,-86.747,"(36.1, -86.747)",2038
20180651412_11,20180651412,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,7/29/2018 17:45,7/29/2018 18:57,11TH AVE N & JANE ST,37208,4471,613,13,"HIGHWAY, ROAD, ALLEY",1,13A,INTENTIONAL AGGRAVATED ASSAULT,1,HANDGUN,1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.178,-86.803,"(36.178, -86.803)",1522
20180700287_12,20180700287,D,DISPATCHED,O,OPEN,Open,8/15/2018 14:15,8/15/2018 15:54,SHADOWOOD CT,,,,90,APARTMENT,1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),2,No,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.09,-86.65,"(36.09, -86.65)",2866
20180698084_12,20180698084,D,DISPATCHED,O,OPEN,Open,8/14/2018 22:40,8/15/2018 0:02,BRICK CHURCH PIKE,,,,23,RESTAURANT,1,13B,SIMPLE ASSLT,15,OTHER,2,No,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.2,-86.78,"(36.2, -86.78)",1758
20180698128_12,20180698128,D,DISPATCHED,A,CLEARED BY ARREST,Closed,8/14/2018 22:45,8/15/2018 0:21,5200 RICE RD,37013,8861,325,90,APARTMENT,1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),2,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.069,-86.641,"(36.069, -86.641)",2920
20180636499_11,20180636499,D,DISPATCHED,O,OPEN,Open,7/24/2018 15:52,8/15/2018 16:38,HERMITAGE AVE,,,,5,"COMMERCIAL, OFFICE BUILDING",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),M,W,Unknown,RESIDENT,36.17,-86.78,"(36.17, -86.78)",1764
20180699169_11,20180699169,D,DISPATCHED,A,CLEARED BY ARREST,Closed,8/15/2018 7:10,8/15/2018 9:20,3100 IRONWOOD DR,37214,9421,517,53,School-Elementary/Secondary,1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,RESIDENT,36.155,-86.652,"(36.155, -86.652)",2799
20180690901_11,20180690901,D,DISPATCHED,O,OPEN,Open,8/12/2018 11:00,8/12/2018 15:16,OLD HICKORY BLVD,,,,90,APARTMENT,1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,No,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.18,-86.6,"(36.18, -86.6)",3186
20180698375_11,20180698375,D,DISPATCHED,O,OPEN,Open,8/15/2018 0:45,8/15/2018 1:28,FARRIS AVE,,,,22,"RESIDENCE, HOME",1,13B,ASSAULT- OFFENSIVE OR PROVOCATIVE CONTACT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,RESIDENT,36.26,-86.69,"(36.26, -86.69)",2497
20180699529_12,20180699529,D,DISPATCHED,O,OPEN,Open,8/15/2018 9:00,8/15/2018 9:04,SAWYER BROWN RD,,,,7,CONVENIENCE STORE,1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),2,No,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.08,-86.94,"(36.08, -86.94)",469
